	fecha	contaminante	medicion
449	2015-01-04 03:00:00	TMP_x	9.9
450	2015-01-04 04:00:00	O3_y.3	8.0
451	2015-01-04 04:00:00	O3_x	3.2
452	2015-01-04 04:00:00	O3	1.0
453	2015-01-04 04:00:00	O3_y	8.0
454	2015-01-04 04:00:00	RH_2_x	73.2
455	2015-01-04 04:00:00	O3_y.1	8.0
456	2015-01-04 04:00:00	O3_y.2	8.0
457	2015-01-04 04:00:00	TMP_x	9.72
458	2015-01-04 04:00:00	TMP_2_y	12.1
459	2015-01-04 05:00:00	O3_y.3	4.0
460	2015-01-04 05:00:00	O3	1.0
461	2015-01-04 05:00:00	O3_y.1	4.0
462	2015-01-04 05:00:00	TMP_x	8.98
463	2015-01-04 05:00:00	RH_2_x	76.0
464	2015-01-04 05:00:00	O3_x	1.8
465	2015-01-04 05:00:00	O3_y	4.0
466	2015-01-04 05:00:00	TMP_2_y	10.7
467	2015-01-04 05:00:00	O3_y.2	4.0
468	2015-01-04 06:00:00	TMP_x	8.6
469	2015-01-04 06:00:00	RH_2_x	77.0
470	2015-01-04 06:00:00	TMP_2_y	10.4
471	2015-01-04 06:00:00	O3_y	3.0
472	2015-01-04 06:00:00	O3	1.0
473	2015-01-04 06:00:00	O3_x	1.8
474	2015-01-04 06:00:00	O3_y.2	3.0
475	2015-01-04 06:00:00	O3_y.3	3.0
476	2015-01-04 06:00:00	O3_y.1	3.0
477	2015-01-04 07:00:00	O3_y.2	2.0
478	2015-01-04 07:00:00	O3_x	1.6
479	2015-01-04 07:00:00	TMP_x	8.52
480	2015-01-04 07:00:00	O3_y.3	2.0
481	2015-01-04 07:00:00	RH_2_x	76.6
482	2015-01-04 07:00:00	O3_y	2.0
483	2015-01-04 07:00:00	TMP_2_y	10.7
484	2015-01-04 07:00:00	O3	1.0
485	2015-01-04 07:00:00	O3_y.1	2.0
486	2015-01-04 08:00:00	O3_y.3	3.0
487	2015-01-04 08:00:00	RH_2_x	75.2
488	2015-01-04 08:00:00	TMP_2_y	10.6
489	2015-01-04 08:00:00	O3_y	3.0
490	2015-01-04 08:00:00	O3_y.2	3.0
491	2015-01-04 08:00:00	O3_x	2.0
492	2015-01-04 08:00:00	O3_y.1	3.0
493	2015-01-04 08:00:00	O3	1.0
494	2015-01-04 08:00:00	TMP_x	8.48
495	2015-01-04 09:00:00	O3_y	6.0
496	2015-01-04 09:00:00	TMP_x	9.320000000000002
497	2015-01-04 09:00:00	O3	2.0
498	2015-01-04 09:00:00	O3_y.1	6.0
499	2015-01-04 09:00:00	O3_y.3	6.0
500	2015-01-04 09:00:00	O3_y.2	6.0
501	2015-01-04 09:00:00	TMP_2_y	11.8
502	2015-01-04 09:00:00	RH_2_x	71.4
503	2015-01-04 09:00:00	O3_x	3.8
504	2015-01-04 10:00:00	O3_y.3	10.0
505	2015-01-04 10:00:00	RH_2_x	64.2
506	2015-01-04 10:00:00	O3	4.0
507	2015-01-04 10:00:00	TMP_x	11.320000000000002
508	2015-01-04 10:00:00	O3_y.2	10.0
509	2015-01-04 10:00:00	TMP_2_y	14.2
510	2015-01-04 10:00:00	O3_y	10.0
511	2015-01-04 10:00:00	O3_y.1	10.0
512	2015-01-04 10:00:00	O3_x	6.8
513	2015-01-04 11:00:00	O3	8.0
514	2015-01-04 11:00:00	RH_2_x	56.6
515	2015-01-04 11:00:00	O3_y.2	20.0
516	2015-01-04 11:00:00	O3_y	20.0
517	2015-01-04 11:00:00	O3_y.3	20.0
518	2015-01-04 11:00:00	O3_y.1	20.0
519	2015-01-04 11:00:00	TMP_2_y	17.6
520	2015-01-04 11:00:00	TMP_x	13.54
521	2015-01-04 11:00:00	O3_x	14.0
522	2015-01-04 12:00:00	TMP_x	16.080000000000002
523	2015-01-04 12:00:00	O3	21.0
524	2015-01-04 12:00:00	O3_y.1	33.0
525	2015-01-04 12:00:00	TMP_2_y	19.7
526	2015-01-04 12:00:00	O3_y.3	33.0
527	2015-01-04 12:00:00	O3_y	33.0
528	2015-01-04 12:00:00	O3_y.2	33.0
529	2015-01-04 12:00:00	O3_x	26.6
530	2015-01-04 12:00:00	RH_2_x	48.8
531	2015-01-04 13:00:00	O3_x	38.4
532	2015-01-04 13:00:00	O3_y.2	43.0
533	2015-01-04 13:00:00	TMP_x	18.0
534	2015-01-04 13:00:00	O3_y.1	43.0
535	2015-01-04 13:00:00	O3_y	43.0
536	2015-01-04 13:00:00	O3	33.0
537	2015-01-04 13:00:00	RH_2_x	42.8
538	2015-01-04 13:00:00	O3_y.3	43.0
539	2015-01-04 13:00:00	TMP_2_y	20.7
540	2015-01-04 14:00:00	O3_x	43.8
541	2015-01-04 14:00:00	O3_y.1	49.0
542	2015-01-04 14:00:00	O3_y.2	49.0
543	2015-01-04 14:00:00	TMP_2_y	20.2
544	2015-01-04 14:00:00	O3_y	49.0
545	2015-01-04 14:00:00	O3_y.3	49.0
546	2015-01-04 14:00:00	RH_2_x	40.0
547	2015-01-04 14:00:00	O3	40.0
548	2015-01-04 14:00:00	TMP_x	19.16
549	2015-01-04 15:00:00	TMP_2_y	20.5
550	2015-01-04 15:00:00	O3_y	59.0
551	2015-01-04 15:00:00	O3_y.2	59.0
552	2015-01-04 15:00:00	O3_y.3	59.0
553	2015-01-04 15:00:00	O3_x	45.8
554	2015-01-04 15:00:00	RH_2_x	40.2
555	2015-01-04 15:00:00	TMP_x	19.58
556	2015-01-04 15:00:00	O3	38.0
557	2015-01-04 15:00:00	O3_y.1	59.0
558	2015-01-04 16:00:00	O3	30.0
559	2015-01-04 16:00:00	RH_2_x	44.0
560	2015-01-04 16:00:00	O3_y.3	65.0
561	2015-01-04 16:00:00	O3_y.1	65.0
562	2015-01-04 16:00:00	O3_y.2	65.0
563	2015-01-04 16:00:00	O3_y	65.0
564	2015-01-04 16:00:00	TMP_2_y	20.4
565	2015-01-04 16:00:00	O3_x	40.6
566	2015-01-04 16:00:00	TMP_x	19.2
567	2015-01-04 17:00:00	O3_y	56.0
568	2015-01-04 17:00:00	O3_y.1	56.0
569	2015-01-04 17:00:00	O3_y.3	56.0
570	2015-01-04 17:00:00	RH_2_x	49.75
571	2015-01-04 17:00:00	TMP_x	17.675
572	2015-01-04 17:00:00	O3	26.0
573	2015-01-04 17:00:00	O3_y.2	56.0
574	2015-01-04 17:00:00	TMP_2_y	19.9
575	2015-01-04 17:00:00	O3_x	35.5
576	2015-01-04 18:00:00	O3_y	29.0
577	2015-01-04 18:00:00	O3_y.2	29.0
578	2015-01-04 18:00:00	TMP_x	15.675
579	2015-01-04 18:00:00	RH_2_x	56.5
580	2015-01-04 18:00:00	O3	19.0
581	2015-01-04 18:00:00	TMP_2_y	17.6
582	2015-01-04 18:00:00	O3_y.3	29.0
583	2015-01-04 18:00:00	O3_x	24.5
584	2015-01-04 18:00:00	O3_y.1	29.0
585	2015-01-04 19:00:00	TMP_x	14.12
586	2015-01-04 19:00:00	O3_y.3	23.0
587	2015-01-04 19:00:00	O3_y.1	23.0
588	2015-01-04 19:00:00	TMP_2_y	15.7
589	2015-01-04 19:00:00	O3_y	23.0
590	2015-01-04 19:00:00	O3_y.2	23.0
591	2015-01-04 19:00:00	O3	12.0
592	2015-01-04 19:00:00	O3_x	18.2
593	2015-01-04 19:00:00	RH_2_x	60.2
594	2015-01-04 20:00:00	O3_y.1	23.0
595	2015-01-04 20:00:00	O3	11.0
596	2015-01-04 20:00:00	O3_x	15.6
597	2015-01-04 20:00:00	O3_y	23.0
598	2015-01-04 20:00:00	O3_y.2	23.0
599	2015-01-04 20:00:00	O3_y.3	23.0
600	2015-01-04 20:00:00	RH_2_x	63.2
601	2015-01-04 20:00:00	TMP_x	13.320000000000002
602	2015-01-04 20:00:00	TMP_2_y	14.9
603	2015-01-04 21:00:00	TMP_2_y	14.5
604	2015-01-04 21:00:00	O3_y.3	20.0
605	2015-01-04 21:00:00	TMP_x	12.4
606	2015-01-04 21:00:00	RH_2_x	67.0
607	2015-01-04 21:00:00	O3_y.1	20.0
608	2015-01-04 21:00:00	O3_y.2	20.0
609	2015-01-04 21:00:00	O3_x	11.4
610	2015-01-04 21:00:00	O3	7.0
611	2015-01-04 21:00:00	O3_y	20.0
612	2015-01-04 22:00:00	O3_y.2	20.0
613	2015-01-04 22:00:00	TMP_x	11.675
614	2015-01-04 22:00:00	RH_2_x	68.75
615	2015-01-04 22:00:00	O3_y.1	20.0
616	2015-01-04 22:00:00	O3	7.0
617	2015-01-04 22:00:00	O3_y	20.0
618	2015-01-04 22:00:00	O3_x	11.25
619	2015-01-04 22:00:00	O3_y.3	20.0
620	2015-01-04 22:00:00	TMP_2_y	13.3
621	2015-01-04 23:00:00	O3_y.1	22.0
622	2015-01-04 23:00:00	TMP_2_y	11.9
623	2015-01-04 23:00:00	O3_x	11.25
624	2015-01-04 23:00:00	O3_y.3	22.0
625	2015-01-04 23:00:00	O3_y	22.0
626	2015-01-04 23:00:00	O3_y.2	22.0
627	2015-01-04 23:00:00	TMP_x	10.5
628	2015-01-04 23:00:00	O3	5.0
629	2015-01-04 23:00:00	RH_2_x	71.5
630	2015-01-05 00:00:00	O3_x	6.4
631	2015-01-05 00:00:00	O3	2.0
632	2015-01-05 00:00:00	TMP_x	7.3599999999999985
633	2015-01-05 00:00:00	O3_y.2	17.0
634	2015-01-05 00:00:00	TMP_2_y	11.8
635	2015-01-05 00:00:00	O3_y.3	17.0
636	2015-01-05 00:00:00	O3_y.1	17.0
637	2015-01-05 00:00:00	O3_y	17.0
638	2015-01-05 00:00:00	RH_2_x	73.4
639	2015-01-05 01:00:00	O3_y.2	25.0
640	2015-01-05 01:00:00	TMP_2_y	6.9
641	2015-01-05 01:00:00	O3	12.0
642	2015-01-05 01:00:00	O3_y.1	25.0
643	2015-01-05 01:00:00	TMP_x	7.449999999999998
644	2015-01-05 01:00:00	O3_y	25.0
645	2015-01-05 01:00:00	O3_y.3	25.0
646	2015-01-05 01:00:00	RH_2_x	76.5
647	2015-01-05 01:00:00	O3_x	18.5
648	2015-01-05 02:00:00	RH_2_x	77.0
649	2015-01-05 02:00:00	TMP_x	6.75
650	2015-01-05 02:00:00	O3_y	29.0
651	2015-01-05 02:00:00	TMP_2_y	6.4
652	2015-01-05 02:00:00	O3_y.3	29.0
653	2015-01-05 02:00:00	O3_y.1	29.0
654	2015-01-05 02:00:00	O3_y.2	29.0
655	2015-01-05 02:00:00	O3	12.0
656	2015-01-05 02:00:00	O3_x	20.5
657	2015-01-05 03:00:00	O3_y.1	27.0
658	2015-01-05 03:00:00	TMP_x	7.033333333333334
659	2015-01-05 03:00:00	O3_y.2	27.0
660	2015-01-05 03:00:00	O3_y	27.0
661	2015-01-05 03:00:00	O3_y.3	27.0
662	2015-01-05 03:00:00	O3_x	22.0
663	2015-01-05 03:00:00	O3	16.0
664	2015-01-05 03:00:00	RH_2_x	76.0
665	2015-01-05 03:00:00	TMP_2_y	8.4
666	2015-01-05 04:00:00	O3	17.0
667	2015-01-05 04:00:00	TMP_x	6.7333333333333325
668	2015-01-05 04:00:00	O3_y.3	28.0
669	2015-01-05 04:00:00	O3_x	22.33333333333333
670	2015-01-05 04:00:00	RH_2_x	77.0
671	2015-01-05 04:00:00	O3_y	28.0
672	2015-01-05 04:00:00	O3_y.2	28.0
673	2015-01-05 04:00:00	O3_y.1	28.0
674	2015-01-05 04:00:00	TMP_2_y	8.0
675	2015-01-05 05:00:00	O3_x	23.0
676	2015-01-05 05:00:00	O3_y	27.0
677	2015-01-05 05:00:00	RH_2_x	78.33333333333333
678	2015-01-05 05:00:00	O3_y.2	27.0
679	2015-01-05 05:00:00	O3	18.0
680	2015-01-05 05:00:00	TMP_x	6.566666666666667
681	2015-01-05 05:00:00	TMP_2_y	7.9
682	2015-01-05 05:00:00	O3_y.3	27.0
683	2015-01-05 05:00:00	O3_y.1	27.0
684	2015-01-05 06:00:00	O3	15.0
685	2015-01-05 06:00:00	O3_x	16.333333333333332
686	2015-01-05 06:00:00	TMP_2_y	8.0
687	2015-01-05 06:00:00	RH_2_x	80.0
688	2015-01-05 06:00:00	O3_y.2	18.0
689	2015-01-05 06:00:00	O3_y.3	18.0
690	2015-01-05 06:00:00	O3_y.1	18.0
691	2015-01-05 06:00:00	TMP_x	6.2333333333333325
692	2015-01-05 06:00:00	O3_y	18.0
693	2015-01-05 07:00:00	O3	3.0
694	2015-01-05 07:00:00	RH_2_x	81.25
695	2015-01-05 07:00:00	O3_y	12.0
696	2015-01-05 07:00:00	TMP_2_y	7.7
697	2015-01-05 07:00:00	O3_y.1	12.0
698	2015-01-05 07:00:00	TMP_x	5.3
699	2015-01-05 07:00:00	O3_y.3	12.0
700	2015-01-05 07:00:00	O3_x	8.5
701	2015-01-05 07:00:00	O3_y.2	12.0
702	2015-01-05 08:00:00	O3_y.1	10.0
703	2015-01-05 08:00:00	O3_y.3	10.0
704	2015-01-05 08:00:00	O3	4.0
705	2015-01-05 08:00:00	O3_x	6.6
706	2015-01-05 08:00:00	TMP_2_y	7.6
707	2015-01-05 08:00:00	O3_y.2	10.0
708	2015-01-05 08:00:00	RH_2_x	78.6
709	2015-01-05 08:00:00	O3_y	10.0
710	2015-01-05 08:00:00	TMP_x	5.739999999999998
711	2015-01-05 09:00:00	O3_y	17.0
712	2015-01-05 09:00:00	TMP_2_y	8.4
713	2015-01-05 09:00:00	O3_y.1	17.0
714	2015-01-05 09:00:00	O3_y.2	17.0
715	2015-01-05 09:00:00	O3_y.3	17.0
716	2015-01-05 09:00:00	O3_x	9.8
717	2015-01-05 09:00:00	RH_2_x	75.0
718	2015-01-05 09:00:00	TMP_x	6.840000000000002
719	2015-01-05 09:00:00	O3	5.0
720	2015-01-05 10:00:00	TMP_2_y	10.2
721	2015-01-05 10:00:00	O3_x	14.8
722	2015-01-05 10:00:00	O3	7.0
723	2015-01-05 10:00:00	O3_y.2	20.0
724	2015-01-05 10:00:00	TMP_x	8.0
725	2015-01-05 10:00:00	O3_y.1	20.0
726	2015-01-05 10:00:00	RH_2_x	70.0
727	2015-01-05 10:00:00	O3_y.3	20.0
728	2015-01-05 10:00:00	O3_y	20.0
729	2015-01-05 11:00:00	RH_2_x	65.4
730	2015-01-05 11:00:00	O3	13.0
731	2015-01-05 11:00:00	O3_x	19.2
732	2015-01-05 11:00:00	TMP_x	9.6
733	2015-01-05 11:00:00	O3_y.2	23.0
734	2015-01-05 11:00:00	TMP_2_y	12.6
735	2015-01-05 11:00:00	O3_y.1	23.0
736	2015-01-05 11:00:00	O3_y	23.0
737	2015-01-05 11:00:00	O3_y.3	23.0
738	2015-01-05 12:00:00	O3_y.2	27.0
739	2015-01-05 12:00:00	O3_y.1	27.0
740	2015-01-05 12:00:00	O3_y	27.0
741	2015-01-05 12:00:00	O3_x	22.8
742	2015-01-05 12:00:00	TMP_x	11.04
743	2015-01-05 12:00:00	O3	17.0
744	2015-01-05 12:00:00	TMP_2_y	13.2
745	2015-01-05 12:00:00	RH_2_x	61.8
746	2015-01-05 12:00:00	O3_y.3	27.0
747	2015-01-05 13:00:00	O3_y	30.0
748	2015-01-05 13:00:00	RH_2_x	59.4
749	2015-01-05 13:00:00	O3_y.3	30.0
750	2015-01-05 13:00:00	O3_x	25.0
751	2015-01-05 13:00:00	O3_y.1	30.0
752	2015-01-05 13:00:00	O3	19.0
753	2015-01-05 13:00:00	TMP_x	12.02
754	2015-01-05 13:00:00	TMP_2_y	14.6
755	2015-01-05 13:00:00	O3_y.2	30.0
756	2015-01-05 14:00:00	TMP_2_y	14.4
757	2015-01-05 14:00:00	O3_y.1	34.0
758	2015-01-05 14:00:00	TMP_x	12.56
759	2015-01-05 14:00:00	O3_x	26.6
760	2015-01-05 14:00:00	O3_y	34.0
761	2015-01-05 14:00:00	O3_y.3	34.0
762	2015-01-05 14:00:00	O3_y.2	34.0
763	2015-01-05 14:00:00	O3	20.0
764	2015-01-05 14:00:00	RH_2_x	59.2
765	2015-01-05 15:00:00	O3_x	24.8
766	2015-01-05 15:00:00	RH_2_x	59.2
767	2015-01-05 15:00:00	O3	16.0
768	2015-01-05 15:00:00	O3_y	36.0
769	2015-01-05 15:00:00	TMP_x	12.6
770	2015-01-05 15:00:00	O3_y.3	36.0
771	2015-01-05 15:00:00	O3_y.2	36.0
772	2015-01-05 15:00:00	O3_y.1	36.0
773	2015-01-05 15:00:00	TMP_2_y	14.1
774	2015-01-05 16:00:00	O3_y	34.0
775	2015-01-05 16:00:00	O3_y.3	34.0
776	2015-01-05 16:00:00	O3_y.1	34.0
777	2015-01-05 16:00:00	TMP_2_y	13.9
778	2015-01-05 16:00:00	RH_2_x	59.6
779	2015-01-05 16:00:00	O3_x	21.0
780	2015-01-05 16:00:00	O3	13.0
781	2015-01-05 16:00:00	TMP_x	12.28
782	2015-01-05 16:00:00	O3_y.2	34.0
783	2015-01-05 17:00:00	O3_y.1	32.0
784	2015-01-05 17:00:00	O3_y.2	32.0
785	2015-01-05 17:00:00	RH_2_x	60.4
786	2015-01-05 17:00:00	O3	9.0
787	2015-01-05 17:00:00	TMP_2_y	13.9
788	2015-01-05 17:00:00	O3_x	17.0
789	2015-01-05 17:00:00	O3_y.3	32.0
790	2015-01-05 17:00:00	TMP_x	12.08
791	2015-01-05 17:00:00	O3_y	32.0
792	2015-01-05 18:00:00	RH_2_x	61.6
793	2015-01-05 18:00:00	TMP_x	12.02
794	2015-01-05 18:00:00	O3_x	15.6
795	2015-01-05 18:00:00	O3	6.0
796	2015-01-05 18:00:00	O3_y.1	29.0
797	2015-01-05 18:00:00	O3_y.3	29.0
798	2015-01-05 18:00:00	O3_y	29.0
799	2015-01-05 18:00:00	O3_y.2	29.0
800	2015-01-05 18:00:00	TMP_2_y	13.8
801	2015-01-05 19:00:00	TMP_x	11.2
802	2015-01-05 19:00:00	O3	2.0
803	2015-01-05 19:00:00	O3_y.2	27.0
804	2015-01-05 19:00:00	TMP_2_y	13.3
805	2015-01-05 19:00:00	RH_2_x	64.6
806	2015-01-05 19:00:00	O3_y.1	27.0
807	2015-01-05 19:00:00	O3_x	11.6
808	2015-01-05 19:00:00	O3_y	27.0
809	2015-01-05 19:00:00	O3_y.3	27.0
810	2015-01-05 20:00:00	O3_y.3	21.0
811	2015-01-05 20:00:00	O3	2.0
812	2015-01-05 20:00:00	O3_x	11.0
813	2015-01-05 20:00:00	TMP_x	10.24
814	2015-01-05 20:00:00	TMP_2_y	12.0
815	2015-01-05 20:00:00	O3_y.1	21.0
816	2015-01-05 20:00:00	RH_2_x	67.4
817	2015-01-05 20:00:00	O3_y.2	21.0
818	2015-01-05 20:00:00	O3_y	21.0
819	2015-01-05 21:00:00	O3	3.0
820	2015-01-05 21:00:00	RH_2_x	71.75
821	2015-01-05 21:00:00	O3_x	8.75
822	2015-01-05 21:00:00	O3_y	18.0
823	2015-01-05 21:00:00	O3_y.1	18.0
824	2015-01-05 21:00:00	O3_y.3	18.0
825	2015-01-05 21:00:00	TMP_x	8.975
826	2015-01-05 21:00:00	TMP_2_y	10.6
827	2015-01-05 21:00:00	O3_y.2	18.0
828	2015-01-05 22:00:00	O3_y.1	20.0
829	2015-01-05 22:00:00	O3_x	7.8
830	2015-01-05 22:00:00	O3_y	20.0
831	2015-01-05 22:00:00	RH_2_x	74.0
832	2015-01-05 22:00:00	O3_y.2	20.0
833	2015-01-05 22:00:00	TMP_x	8.58
834	2015-01-05 22:00:00	O3	2.0
835	2015-01-05 22:00:00	O3_y.3	20.0
836	2015-01-05 22:00:00	TMP_2_y	10.5
837	2015-01-05 23:00:00	TMP_2_y	9.9
838	2015-01-05 23:00:00	O3_y.1	20.0
839	2015-01-05 23:00:00	O3_y	20.0
840	2015-01-05 23:00:00	O3_y.2	20.0
841	2015-01-05 23:00:00	O3_x	7.4
842	2015-01-05 23:00:00	O3	2.0
843	2015-01-05 23:00:00	RH_2_x	76.4
844	2015-01-05 23:00:00	TMP_x	7.7
845	2015-01-05 23:00:00	O3_y.3	20.0
846	2015-01-06 00:00:00	O3_y.3	20.0
847	2015-01-06 00:00:00	TMP_x	10.525000000000002
848	2015-01-06 00:00:00	O3_y.1	20.0
849	2015-01-06 00:00:00	O3_x	11.0
850	2015-01-06 00:00:00	O3	4.0
851	2015-01-06 00:00:00	TMP_2_y	11.8
852	2015-01-06 00:00:00	O3_y	20.0
853	2015-01-06 00:00:00	RH_2_x	76.0
854	2015-01-06 00:00:00	O3_y.2	20.0
855	2015-01-06 01:00:00	TMP_x	6.94
856	2015-01-06 01:00:00	O3	2.0
857	2015-01-06 01:00:00	TMP_2_y	9.0
858	2015-01-06 01:00:00	RH_2_x	80.8
859	2015-01-06 01:00:00	O3_y.2	12.0
860	2015-01-06 01:00:00	O3_x	5.8
861	2015-01-06 01:00:00	O3_y.3	12.0
862	2015-01-06 01:00:00	O3_y.1	12.0
863	2015-01-06 01:00:00	O3_y	12.0
864	2015-01-06 02:00:00	O3_y.1	7.0
865	2015-01-06 02:00:00	O3	1.0
866	2015-01-06 02:00:00	RH_2_x	82.4
867	2015-01-06 02:00:00	O3_y	7.0
868	2015-01-06 02:00:00	O3_x	4.0
869	2015-01-06 02:00:00	O3_y.2	7.0
870	2015-01-06 02:00:00	TMP_2_y	8.9
871	2015-01-06 02:00:00	TMP_x	6.300000000000002
872	2015-01-06 02:00:00	O3_y.3	7.0
873	2015-01-06 03:00:00	O3_y.3	6.0
874	2015-01-06 03:00:00	O3_y.1	6.0
875	2015-01-06 03:00:00	TMP_2_y	8.6
876	2015-01-06 03:00:00	TMP_x	6.0
877	2015-01-06 03:00:00	RH_2_x	84.2
878	2015-01-06 03:00:00	O3_y	6.0
879	2015-01-06 03:00:00	O3_x	3.2
880	2015-01-06 03:00:00	O3	1.0
881	2015-01-06 03:00:00	O3_y.2	6.0
882	2015-01-06 04:00:00	O3	1.0
883	2015-01-06 04:00:00	RH_2_x	87.0
884	2015-01-06 04:00:00	TMP_2_y	7.8
885	2015-01-06 04:00:00	O3_x	2.6
886	2015-01-06 04:00:00	O3_y.3	5.0
887	2015-01-06 04:00:00	O3_y	5.0
888	2015-01-06 04:00:00	TMP_x	5.3
889	2015-01-06 04:00:00	O3_y.2	5.0
890	2015-01-06 04:00:00	O3_y.1	5.0
891	2015-01-06 05:00:00	RH_2_x	91.0
892	2015-01-06 05:00:00	O3_x	1.6
893	2015-01-06 05:00:00	O3_y.1	3.0
894	2015-01-06 05:00:00	O3_y.2	3.0
895	2015-01-06 05:00:00	O3	1.0
896	2015-01-06 05:00:00	O3_y.3	3.0
897	2015-01-06 05:00:00	TMP_x	4.5600000000000005
898	2015-01-06 05:00:00	O3_y	3.0
899	2015-01-06 05:00:00	TMP_2_y	6.2
