	fecha	O3_prediccion	medicion
404	2015-01-03 09:00:00	O3forecast_1	10.0
405	2015-01-03 09:00:00	O3forecast_12	17.0
406	2015-01-03 09:00:00	O3forecast_6	5.0
407	2015-01-03 09:00:00	O3forecast_7	5.0
408	2015-01-03 10:00:00	O3forecast_3	9.0
409	2015-01-03 10:00:00	O3forecast_5	10.0
410	2015-01-03 10:00:00	O3forecast_6	10.0
411	2015-01-03 10:00:00	O3forecast_4	10.0
412	2015-01-03 10:00:00	O3forecast_12	4.0
413	2015-01-03 10:00:00	O3forecast_10	5.0
414	2015-01-03 10:00:00	O3forecast_7	2.0
415	2015-01-03 10:00:00	O3forecast_2	22.0
416	2015-01-03 10:00:00	O3forecast_9	5.0
417	2015-01-03 10:00:00	O3forecast_11	3.0
418	2015-01-03 10:00:00	O3forecast_8	5.0
419	2015-01-03 10:00:00	O3forecast_1	22.0
420	2015-01-03 11:00:00	O3forecast_7	10.0
421	2015-01-03 11:00:00	O3forecast_6	22.0
422	2015-01-03 11:00:00	O3forecast_4	22.0
423	2015-01-03 11:00:00	O3forecast_8	10.0
424	2015-01-03 11:00:00	O3forecast_3	29.0
425	2015-01-03 11:00:00	O3forecast_5	22.0
426	2015-01-03 11:00:00	O3forecast_11	5.0
427	2015-01-03 11:00:00	O3forecast_2	29.0
428	2015-01-03 11:00:00	O3forecast_12	5.0
429	2015-01-03 11:00:00	O3forecast_10	10.0
430	2015-01-03 11:00:00	O3forecast_1	29.0
431	2015-01-03 11:00:00	O3forecast_9	10.0
432	2015-01-03 12:00:00	O3forecast_10	22.0
433	2015-01-03 12:00:00	O3forecast_5	29.0
434	2015-01-03 12:00:00	O3forecast_11	10.0
435	2015-01-03 12:00:00	O3forecast_3	30.0
436	2015-01-03 12:00:00	O3forecast_1	30.0
437	2015-01-03 12:00:00	O3forecast_2	30.0
438	2015-01-03 12:00:00	O3forecast_6	29.0
439	2015-01-03 12:00:00	O3forecast_8	22.0
440	2015-01-03 12:00:00	O3forecast_4	29.0
441	2015-01-03 12:00:00	O3forecast_7	29.0
442	2015-01-03 12:00:00	O3forecast_12	10.0
443	2015-01-03 12:00:00	O3forecast_9	22.0
444	2015-01-03 13:00:00	O3forecast_1	33.0
445	2015-01-03 13:00:00	O3forecast_9	29.0
446	2015-01-03 13:00:00	O3forecast_6	30.0
447	2015-01-03 13:00:00	O3forecast_4	30.0
448	2015-01-03 13:00:00	O3forecast_3	33.0
449	2015-01-03 13:00:00	O3forecast_7	30.0
450	2015-01-03 13:00:00	O3forecast_5	30.0
451	2015-01-03 13:00:00	O3forecast_2	33.0
452	2015-01-03 13:00:00	O3forecast_12	22.0
453	2015-01-03 13:00:00	O3forecast_10	29.0
454	2015-01-03 13:00:00	O3forecast_8	29.0
455	2015-01-03 13:00:00	O3forecast_11	29.0
456	2015-01-03 14:00:00	O3forecast_8	30.0
457	2015-01-03 14:00:00	O3forecast_6	33.0
458	2015-01-03 14:00:00	O3forecast_1	38.0
459	2015-01-03 14:00:00	O3forecast_9	30.0
460	2015-01-03 14:00:00	O3forecast_4	33.0
461	2015-01-03 14:00:00	O3forecast_12	29.0
462	2015-01-03 14:00:00	O3forecast_3	33.0
463	2015-01-03 14:00:00	O3forecast_11	25.0
464	2015-01-03 14:00:00	O3forecast_7	25.0
465	2015-01-03 14:00:00	O3forecast_10	30.0
466	2015-01-03 14:00:00	O3forecast_2	38.0
467	2015-01-03 14:00:00	O3forecast_5	33.0
468	2015-01-03 15:00:00	O3forecast_4	38.0
469	2015-01-03 15:00:00	O3forecast_9	25.0
470	2015-01-03 15:00:00	O3forecast_10	25.0
471	2015-01-03 15:00:00	O3forecast_8	33.0
472	2015-01-03 15:00:00	O3forecast_1	37.0
473	2015-01-03 15:00:00	O3forecast_12	30.0
474	2015-01-03 15:00:00	O3forecast_7	33.0
475	2015-01-03 15:00:00	O3forecast_6	33.0
476	2015-01-03 15:00:00	O3forecast_2	31.0
477	2015-01-03 15:00:00	O3forecast_5	32.0
478	2015-01-03 15:00:00	O3forecast_11	30.0
479	2015-01-03 15:00:00	O3forecast_3	38.0
480	2015-01-03 16:00:00	O3forecast_7	38.0
481	2015-01-03 16:00:00	O3forecast_4	37.0
482	2015-01-03 16:00:00	O3forecast_5	38.0
483	2015-01-03 16:00:00	O3forecast_10	33.0
484	2015-01-03 16:00:00	O3forecast_11	33.0
485	2015-01-03 16:00:00	O3forecast_9	33.0
486	2015-01-03 16:00:00	O3forecast_1	38.0
487	2015-01-03 16:00:00	O3forecast_3	37.0
488	2015-01-03 16:00:00	O3forecast_2	37.0
489	2015-01-03 16:00:00	O3forecast_6	38.0
490	2015-01-03 16:00:00	O3forecast_12	25.0
491	2015-01-03 16:00:00	O3forecast_8	33.0
492	2015-01-03 17:00:00	O3forecast_12	33.0
493	2015-01-03 17:00:00	O3forecast_10	38.0
494	2015-01-03 17:00:00	O3forecast_2	38.0
495	2015-01-03 17:00:00	O3forecast_4	38.0
496	2015-01-03 17:00:00	O3forecast_3	38.0
497	2015-01-03 17:00:00	O3forecast_5	37.0
498	2015-01-03 17:00:00	O3forecast_6	37.0
499	2015-01-03 17:00:00	O3forecast_11	33.0
500	2015-01-03 17:00:00	O3forecast_8	38.0
501	2015-01-03 17:00:00	O3forecast_9	38.0
502	2015-01-03 17:00:00	O3forecast_1	37.0
503	2015-01-03 17:00:00	O3forecast_7	37.0
504	2015-01-03 18:00:00	O3forecast_1	34.0
505	2015-01-03 18:00:00	O3forecast_12	38.0
506	2015-01-03 18:00:00	O3forecast_6	38.0
507	2015-01-03 18:00:00	O3forecast_4	37.0
508	2015-01-03 18:00:00	O3forecast_11	38.0
509	2015-01-03 18:00:00	O3forecast_7	38.0
510	2015-01-03 18:00:00	O3forecast_3	37.0
511	2015-01-03 18:00:00	O3forecast_2	34.0
512	2015-01-03 18:00:00	O3forecast_10	37.0
513	2015-01-03 18:00:00	O3forecast_8	37.0
514	2015-01-03 18:00:00	O3forecast_5	38.0
515	2015-01-03 18:00:00	O3forecast_9	37.0
516	2015-01-03 19:00:00	O3forecast_2	24.0
517	2015-01-03 19:00:00	O3forecast_12	37.0
518	2015-01-03 19:00:00	O3forecast_11	38.0
519	2015-01-03 19:00:00	O3forecast_4	34.0
520	2015-01-03 19:00:00	O3forecast_10	38.0
521	2015-01-03 19:00:00	O3forecast_5	34.0
522	2015-01-03 19:00:00	O3forecast_9	38.0
523	2015-01-03 19:00:00	O3forecast_6	37.0
524	2015-01-03 19:00:00	O3forecast_1	24.0
525	2015-01-03 19:00:00	O3forecast_3	34.0
526	2015-01-03 19:00:00	O3forecast_8	38.0
527	2015-01-03 19:00:00	O3forecast_7	37.0
528	2015-01-03 20:00:00	O3forecast_7	34.0
529	2015-01-03 20:00:00	O3forecast_4	24.0
530	2015-01-03 20:00:00	O3forecast_9	34.0
531	2015-01-03 20:00:00	O3forecast_6	24.0
532	2015-01-03 20:00:00	O3forecast_11	37.0
533	2015-01-03 20:00:00	O3forecast_5	24.0
534	2015-01-03 20:00:00	O3forecast_2	20.0
535	2015-01-03 20:00:00	O3forecast_3	20.0
536	2015-01-03 20:00:00	O3forecast_1	20.0
537	2015-01-03 20:00:00	O3forecast_10	37.0
538	2015-01-03 20:00:00	O3forecast_8	34.0
539	2015-01-03 20:00:00	O3forecast_12	38.0
540	2015-01-03 21:00:00	O3forecast_2	18.0
541	2015-01-03 21:00:00	O3forecast_1	18.0
542	2015-01-03 21:00:00	O3forecast_6	20.0
543	2015-01-03 21:00:00	O3forecast_4	20.0
544	2015-01-03 21:00:00	O3forecast_7	20.0
545	2015-01-03 21:00:00	O3forecast_11	34.0
546	2015-01-03 21:00:00	O3forecast_12	34.0
547	2015-01-03 21:00:00	O3forecast_3	18.0
548	2015-01-03 21:00:00	O3forecast_8	24.0
549	2015-01-03 21:00:00	O3forecast_5	20.0
550	2015-01-03 21:00:00	O3forecast_9	24.0
551	2015-01-03 21:00:00	O3forecast_10	24.0
552	2015-01-03 22:00:00	O3forecast_3	11.0
553	2015-01-03 22:00:00	O3forecast_1	11.0
554	2015-01-03 22:00:00	O3forecast_10	20.0
555	2015-01-03 22:00:00	O3forecast_9	20.0
556	2015-01-03 22:00:00	O3forecast_11	20.0
557	2015-01-03 22:00:00	O3forecast_5	18.0
558	2015-01-03 22:00:00	O3forecast_12	24.0
559	2015-01-03 22:00:00	O3forecast_6	18.0
560	2015-01-03 22:00:00	O3forecast_4	18.0
561	2015-01-03 22:00:00	O3forecast_2	11.0
562	2015-01-03 22:00:00	O3forecast_8	20.0
563	2015-01-03 22:00:00	O3forecast_7	18.0
564	2015-01-03 23:00:00	O3forecast_6	11.0
565	2015-01-03 23:00:00	O3forecast_2	3.0
566	2015-01-03 23:00:00	O3forecast_11	18.0
567	2015-01-03 23:00:00	O3forecast_8	18.0
568	2015-01-03 23:00:00	O3forecast_9	18.0
569	2015-01-03 23:00:00	O3forecast_7	11.0
570	2015-01-03 23:00:00	O3forecast_10	18.0
571	2015-01-03 23:00:00	O3forecast_12	20.0
572	2015-01-03 23:00:00	O3forecast_5	11.0
573	2015-01-03 23:00:00	O3forecast_3	4.0
574	2015-01-03 23:00:00	O3forecast_1	3.0
575	2015-01-03 23:00:00	O3forecast_4	11.0
576	2015-01-04 00:00:00	O3forecast_1	22.0
577	2015-01-04 00:00:00	O3forecast_11	10.0
578	2015-01-04 00:00:00	O3forecast_3	11.0
579	2015-01-04 00:00:00	O3forecast_8	20.0
580	2015-01-04 00:00:00	O3forecast_4	22.0
581	2015-01-04 00:00:00	O3forecast_9	20.0
582	2015-01-04 00:00:00	O3forecast_7	11.0
583	2015-01-04 00:00:00	O3forecast_10	13.0
584	2015-01-04 00:00:00	O3forecast_5	22.0
585	2015-01-04 00:00:00	O3forecast_2	11.0
586	2015-01-04 00:00:00	O3forecast_12	10.0
587	2015-01-04 00:00:00	O3forecast_6	11.0
588	2015-01-04 03:00:00	O3forecast_7	9.0
589	2015-01-04 03:00:00	O3forecast_5	8.0
590	2015-01-04 03:00:00	O3forecast_6	9.0
591	2015-01-04 03:00:00	O3forecast_12	7.0
592	2015-01-04 03:00:00	O3forecast_11	7.0
593	2015-01-04 03:00:00	O3forecast_3	8.0
594	2015-01-04 03:00:00	O3forecast_1	6.0
595	2015-01-04 03:00:00	O3forecast_4	8.0
596	2015-01-04 03:00:00	O3forecast_2	6.0
597	2015-01-04 03:00:00	O3forecast_10	9.0
598	2015-01-04 03:00:00	O3forecast_8	9.0
599	2015-01-04 03:00:00	O3forecast_9	9.0
600	2015-01-04 04:00:00	O3forecast_3	4.0
601	2015-01-04 04:00:00	O3forecast_1	8.0
602	2015-01-04 04:00:00	O3forecast_8	8.0
603	2015-01-04 04:00:00	O3forecast_2	4.0
604	2015-01-04 04:00:00	O3forecast_6	6.0
605	2015-01-04 04:00:00	O3forecast_10	8.0
606	2015-01-04 04:00:00	O3forecast_11	9.0
607	2015-01-04 04:00:00	O3forecast_4	4.0
608	2015-01-04 04:00:00	O3forecast_7	6.0
609	2015-01-04 04:00:00	O3forecast_9	8.0
610	2015-01-04 04:00:00	O3forecast_5	4.0
611	2015-01-04 04:00:00	O3forecast_12	9.0
612	2015-01-04 05:00:00	O3forecast_5	8.0
613	2015-01-04 05:00:00	O3forecast_4	8.0
614	2015-01-04 05:00:00	O3forecast_10	4.0
615	2015-01-04 05:00:00	O3forecast_6	8.0
616	2015-01-04 05:00:00	O3forecast_9	4.0
617	2015-01-04 05:00:00	O3forecast_3	8.0
618	2015-01-04 05:00:00	O3forecast_7	4.0
619	2015-01-04 05:00:00	O3forecast_12	6.0
620	2015-01-04 05:00:00	O3forecast_2	8.0
621	2015-01-04 05:00:00	O3forecast_8	4.0
622	2015-01-04 05:00:00	O3forecast_11	6.0
623	2015-01-04 05:00:00	O3forecast_1	4.0
624	2015-01-04 06:00:00	O3forecast_1	3.0
625	2015-01-04 06:00:00	O3forecast_5	4.0
626	2015-01-04 06:00:00	O3forecast_4	4.0
627	2015-01-04 06:00:00	O3forecast_12	4.0
628	2015-01-04 06:00:00	O3forecast_9	8.0
629	2015-01-04 06:00:00	O3forecast_8	8.0
630	2015-01-04 06:00:00	O3forecast_6	4.0
631	2015-01-04 06:00:00	O3forecast_3	4.0
632	2015-01-04 06:00:00	O3forecast_10	8.0
633	2015-01-04 06:00:00	O3forecast_2	4.0
634	2015-01-04 06:00:00	O3forecast_7	8.0
635	2015-01-04 06:00:00	O3forecast_11	8.0
636	2015-01-04 07:00:00	O3forecast_8	4.0
637	2015-01-04 07:00:00	O3forecast_3	3.0
638	2015-01-04 07:00:00	O3forecast_12	8.0
639	2015-01-04 07:00:00	O3forecast_1	2.0
640	2015-01-04 07:00:00	O3forecast_7	4.0
641	2015-01-04 07:00:00	O3forecast_10	4.0
642	2015-01-04 07:00:00	O3forecast_6	3.0
643	2015-01-04 07:00:00	O3forecast_4	3.0
644	2015-01-04 07:00:00	O3forecast_11	4.0
645	2015-01-04 07:00:00	O3forecast_5	3.0
646	2015-01-04 07:00:00	O3forecast_9	4.0
647	2015-01-04 07:00:00	O3forecast_2	3.0
648	2015-01-04 08:00:00	O3forecast_12	4.0
649	2015-01-04 08:00:00	O3forecast_11	3.0
650	2015-01-04 08:00:00	O3forecast_8	3.0
651	2015-01-04 08:00:00	O3forecast_1	3.0
652	2015-01-04 08:00:00	O3forecast_5	2.0
653	2015-01-04 08:00:00	O3forecast_10	3.0
654	2015-01-04 08:00:00	O3forecast_2	3.0
655	2015-01-04 08:00:00	O3forecast_3	3.0
656	2015-01-04 08:00:00	O3forecast_7	3.0
657	2015-01-04 08:00:00	O3forecast_9	3.0
658	2015-01-04 08:00:00	O3forecast_4	3.0
659	2015-01-04 08:00:00	O3forecast_6	2.0
660	2015-01-04 09:00:00	O3forecast_5	3.0
661	2015-01-04 09:00:00	O3forecast_3	6.0
662	2015-01-04 09:00:00	O3forecast_8	3.0
663	2015-01-04 09:00:00	O3forecast_4	6.0
664	2015-01-04 09:00:00	O3forecast_10	2.0
665	2015-01-04 09:00:00	O3forecast_11	2.0
666	2015-01-04 09:00:00	O3forecast_1	6.0
667	2015-01-04 09:00:00	O3forecast_2	6.0
668	2015-01-04 09:00:00	O3forecast_9	3.0
669	2015-01-04 09:00:00	O3forecast_7	3.0
670	2015-01-04 09:00:00	O3forecast_12	3.0
671	2015-01-04 09:00:00	O3forecast_6	3.0
672	2015-01-04 10:00:00	O3forecast_1	10.0
673	2015-01-04 10:00:00	O3forecast_11	3.0
674	2015-01-04 10:00:00	O3forecast_8	6.0
675	2015-01-04 10:00:00	O3forecast_3	10.0
676	2015-01-04 10:00:00	O3forecast_12	3.0
677	2015-01-04 10:00:00	O3forecast_4	10.0
678	2015-01-04 10:00:00	O3forecast_9	6.0
679	2015-01-04 10:00:00	O3forecast_5	6.0
680	2015-01-04 10:00:00	O3forecast_7	6.0
681	2015-01-04 10:00:00	O3forecast_2	10.0
682	2015-01-04 10:00:00	O3forecast_6	6.0
683	2015-01-04 10:00:00	O3forecast_10	3.0
684	2015-01-04 11:00:00	O3forecast_4	20.0
685	2015-01-04 11:00:00	O3forecast_12	6.0
686	2015-01-04 11:00:00	O3forecast_7	10.0
687	2015-01-04 11:00:00	O3forecast_2	20.0
688	2015-01-04 11:00:00	O3forecast_11	6.0
689	2015-01-04 11:00:00	O3forecast_3	20.0
690	2015-01-04 11:00:00	O3forecast_9	10.0
691	2015-01-04 11:00:00	O3forecast_8	10.0
692	2015-01-04 11:00:00	O3forecast_5	10.0
693	2015-01-04 11:00:00	O3forecast_1	20.0
694	2015-01-04 11:00:00	O3forecast_10	6.0
695	2015-01-04 11:00:00	O3forecast_6	10.0
696	2015-01-04 12:00:00	O3forecast_3	33.0
697	2015-01-04 12:00:00	O3forecast_5	20.0
698	2015-01-04 12:00:00	O3forecast_4	33.0
699	2015-01-04 12:00:00	O3forecast_12	10.0
700	2015-01-04 12:00:00	O3forecast_2	33.0
701	2015-01-04 12:00:00	O3forecast_6	20.0
702	2015-01-04 12:00:00	O3forecast_1	33.0
703	2015-01-04 12:00:00	O3forecast_9	20.0
704	2015-01-04 12:00:00	O3forecast_10	10.0
705	2015-01-04 12:00:00	O3forecast_11	10.0
706	2015-01-04 12:00:00	O3forecast_7	20.0
707	2015-01-04 12:00:00	O3forecast_8	20.0
708	2015-01-04 13:00:00	O3forecast_5	33.0
709	2015-01-04 13:00:00	O3forecast_3	42.0
710	2015-01-04 13:00:00	O3forecast_9	33.0
711	2015-01-04 13:00:00	O3forecast_10	20.0
712	2015-01-04 13:00:00	O3forecast_7	33.0
713	2015-01-04 13:00:00	O3forecast_4	42.0
714	2015-01-04 13:00:00	O3forecast_8	33.0
715	2015-01-04 13:00:00	O3forecast_6	33.0
716	2015-01-04 13:00:00	O3forecast_12	20.0
717	2015-01-04 13:00:00	O3forecast_11	20.0
718	2015-01-04 13:00:00	O3forecast_2	42.0
719	2015-01-04 13:00:00	O3forecast_1	43.0
720	2015-01-04 14:00:00	O3forecast_2	45.0
721	2015-01-04 14:00:00	O3forecast_11	33.0
722	2015-01-04 14:00:00	O3forecast_7	42.0
723	2015-01-04 14:00:00	O3forecast_3	45.0
724	2015-01-04 14:00:00	O3forecast_6	43.0
725	2015-01-04 14:00:00	O3forecast_4	43.0
726	2015-01-04 14:00:00	O3forecast_8	42.0
727	2015-01-04 14:00:00	O3forecast_12	33.0
728	2015-01-04 14:00:00	O3forecast_9	42.0
729	2015-01-04 14:00:00	O3forecast_10	33.0
730	2015-01-04 14:00:00	O3forecast_1	49.0
731	2015-01-04 14:00:00	O3forecast_5	43.0
732	2015-01-04 15:00:00	O3forecast_8	45.0
733	2015-01-04 15:00:00	O3forecast_5	49.0
734	2015-01-04 15:00:00	O3forecast_11	43.0
735	2015-01-04 15:00:00	O3forecast_12	42.0
736	2015-01-04 15:00:00	O3forecast_1	59.0
737	2015-01-04 15:00:00	O3forecast_6	49.0
738	2015-01-04 15:00:00	O3forecast_2	49.0
739	2015-01-04 15:00:00	O3forecast_10	43.0
740	2015-01-04 15:00:00	O3forecast_3	49.0
741	2015-01-04 15:00:00	O3forecast_9	43.0
742	2015-01-04 15:00:00	O3forecast_7	45.0
743	2015-01-04 15:00:00	O3forecast_4	49.0
744	2015-01-04 16:00:00	O3forecast_8	49.0
745	2015-01-04 16:00:00	O3forecast_1	65.0
746	2015-01-04 16:00:00	O3forecast_2	59.0
747	2015-01-04 16:00:00	O3forecast_12	45.0
748	2015-01-04 16:00:00	O3forecast_7	49.0
749	2015-01-04 16:00:00	O3forecast_5	59.0
750	2015-01-04 16:00:00	O3forecast_4	59.0
751	2015-01-04 16:00:00	O3forecast_3	59.0
752	2015-01-04 16:00:00	O3forecast_11	49.0
753	2015-01-04 16:00:00	O3forecast_9	49.0
754	2015-01-04 16:00:00	O3forecast_10	49.0
755	2015-01-04 16:00:00	O3forecast_6	59.0
756	2015-01-04 17:00:00	O3forecast_7	59.0
757	2015-01-04 17:00:00	O3forecast_3	65.0
758	2015-01-04 17:00:00	O3forecast_12	49.0
759	2015-01-04 17:00:00	O3forecast_2	65.0
760	2015-01-04 17:00:00	O3forecast_9	59.0
761	2015-01-04 17:00:00	O3forecast_1	56.0
762	2015-01-04 17:00:00	O3forecast_11	48.0
763	2015-01-04 17:00:00	O3forecast_8	59.0
764	2015-01-04 17:00:00	O3forecast_5	65.0
765	2015-01-04 17:00:00	O3forecast_4	65.0
766	2015-01-04 17:00:00	O3forecast_6	40.0
767	2015-01-04 17:00:00	O3forecast_10	59.0
768	2015-01-04 18:00:00	O3forecast_7	65.0
769	2015-01-04 18:00:00	O3forecast_9	65.0
770	2015-01-04 18:00:00	O3forecast_2	56.0
771	2015-01-04 18:00:00	O3forecast_6	65.0
772	2015-01-04 18:00:00	O3forecast_8	65.0
773	2015-01-04 18:00:00	O3forecast_3	56.0
774	2015-01-04 18:00:00	O3forecast_10	40.0
775	2015-01-04 18:00:00	O3forecast_5	56.0
776	2015-01-04 18:00:00	O3forecast_11	59.0
777	2015-01-04 18:00:00	O3forecast_1	29.0
778	2015-01-04 18:00:00	O3forecast_12	59.0
779	2015-01-04 18:00:00	O3forecast_4	56.0
780	2015-01-04 19:00:00	O3forecast_8	56.0
781	2015-01-04 19:00:00	O3forecast_7	56.0
782	2015-01-04 19:00:00	O3forecast_10	65.0
783	2015-01-04 19:00:00	O3forecast_1	24.0
784	2015-01-04 19:00:00	O3forecast_2	26.0
785	2015-01-04 19:00:00	O3forecast_12	65.0
786	2015-01-04 19:00:00	O3forecast_9	56.0
787	2015-01-04 19:00:00	O3forecast_4	29.0
788	2015-01-04 19:00:00	O3forecast_5	29.0
789	2015-01-04 19:00:00	O3forecast_11	65.0
790	2015-01-04 19:00:00	O3forecast_3	26.0
791	2015-01-04 19:00:00	O3forecast_6	56.0
792	2015-01-04 20:00:00	O3forecast_12	56.0
793	2015-01-04 20:00:00	O3forecast_10	29.0
794	2015-01-04 20:00:00	O3forecast_1	23.0
795	2015-01-04 20:00:00	O3forecast_5	23.0
796	2015-01-04 20:00:00	O3forecast_7	26.0
797	2015-01-04 20:00:00	O3forecast_4	23.0
798	2015-01-04 20:00:00	O3forecast_8	26.0
799	2015-01-04 20:00:00	O3forecast_3	23.0
800	2015-01-04 20:00:00	O3forecast_6	24.0
801	2015-01-04 20:00:00	O3forecast_11	56.0
802	2015-01-04 20:00:00	O3forecast_9	29.0
803	2015-01-04 20:00:00	O3forecast_2	23.0
