contaminante,valor
PM2.5_3,0.5938261050916006
PM2.5_4,0.5443123998439934
PM2.5_5,0.5070197472189427
PM2.5_6,0.4799314474623951
PM2.5_7,0.4578105792215633
PM2.5_8,0.432633934947179
PM2.5_9,0.4011938000670344
PM2.5_10,0.36423202920216546
PM2.5_11,0.3257101780273111
PM2.5_12,0.29001619512657567
PM2.5_13,0.2610305426985365
PM2.5_14,0.24321035234771865
PM2.5_15,0.2385986564318076
PM2.5_16,0.24692105817620366
PM2.5_17,0.2679448221336085
PM2.5_18,0.3008541119524182
PM2.5_19,0.3434620323495086
PM2.5_20,0.3906507497245879
PM2.5_21,0.4347258966954895
PM2.5_22,0.4650146914798649
PM2.5_23,0.47353910699145907
PM2.5_24,0.45596999351302
PM2.5_25,0.4316203696093759
PM2.5_26,0.3948141864673635
PM2.5_27,0.36058415590036536
PM2.5_28,0.33419666535949455
PM2.5_29,0.31638306258486953
PM2.5_30,0.3043177450278305
PM2.5_31,0.29441602251785287
PM2.5_32,0.28097679597805225
PM2.5_33,0.2591702543290574
PM2.5_34,0.23000940134466802
PM2.5_35,0.1974036566541932
PM2.5_36,0.16590447807950984
PM2.5_37,0.1421157430629706
PM2.5_38,0.12888721910355844
PM2.5_39,0.12839355988169296
PM2.5_40,0.13994970841382712
PM2.5_41,0.16317722285607858
PM2.5_42,0.19680857988511063
PM2.5_43,0.2366385874133686
PM2.5_44,0.279157373394344
PM2.5_45,0.3169682042938185
PM2.5_46,0.3422192083833686
PM2.5_47,0.3490964046601076
PM2.5_48,0.33798509088823936
PM2.5_49,0.3202467144864257
PM2.5_50,0.29647467326762644
PM2.5_51,0.2732195956503565
PM2.5_52,0.2560312049496471
PM2.5_53,0.24443738232482562
PM2.5_54,0.23561155329804315
PM2.5_55,0.22649353993772117
PM2.5_56,0.21284287641931945
PM2.5_57,0.19261191136504194
PM2.5_58,0.16737055583802918
PM2.5_59,0.14101329707147645
PM2.5_60,0.11733411148709165
PM2.5_61,0.09980358568555009
PM2.5_62,0.09368602445065383
PM2.5_63,0.09841165514287882
PM2.5_64,0.11399434416135944
PM2.5_65,0.139245093003234
PM2.5_66,0.17262711296000818
PM2.5_67,0.21181200199552108
PM2.5_68,0.25276869305659755
PM2.5_69,0.2874645697784673
PM2.5_70,0.31075398980953384
PM2.5_71,0.31754689858164464
PM2.5_72,0.31063766328775183
PMCO_1,0.807676129359951
PMCO_2,0.6922101738721681
PMCO_3,0.579215655666768
PMCO_4,0.48511660435551984
PMCO_5,0.41888808303218
PMCO_6,0.38487633858554443
PMCO_7,0.37427444320122644
PMCO_8,0.37996638598215765
PMCO_9,0.3930298043969668
PMCO_10,0.4052791106616958
PMCO_11,0.41341111455869245
PMCO_12,0.4174942150420626
PMCO_13,0.41695710172811806
PMCO_14,0.41186886105095877
PMCO_15,0.40245890121253963
PMCO_16,0.39058915447126097
PMCO_17,0.38200054385154353
PMCO_18,0.3846560698306614
PMCO_19,0.40481084164801845
PMCO_20,0.4435644297425047
PMCO_21,0.4973282340691225
PMCO_22,0.5550297881392552
PMCO_23,0.598178949588389
PMCO_24,0.6034636715865299
PMCO_25,0.5687841025176475
PMCO_26,0.5003284124845048
PMCO_27,0.42521816112055394
PMCO_28,0.36028558935626376
PMCO_29,0.3157127634754112
PMCO_30,0.2939675896627322
PMCO_31,0.2912889994326326
PMCO_32,0.2993690522704623
PMCO_33,0.3101680075310788
PMCO_34,0.319551629121391
PMCO_35,0.32546232815035764
PMCO_36,0.32838660602043385
PMCO_37,0.3300193817911252
PMCO_38,0.32846829629615315
PMCO_39,0.3231405431144928
PMCO_40,0.31543726208256595
PMCO_41,0.31158003932706296
PMCO_42,0.31789990570517235
PMCO_43,0.33712507901771827
PMCO_44,0.37033746413725155
PMCO_45,0.4126959896275797
PMCO_46,0.4572284584437423
PMCO_47,0.48841569106242405
PMCO_48,0.4917808237604912
PMCO_49,0.4633747238051492
PMCO_50,0.4101170063117593
PMCO_51,0.3508837502814286
PMCO_52,0.29950637550530096
PMCO_53,0.2644942762668867
PMCO_54,0.24764853512267712
PMCO_55,0.24603063158401733
PMCO_56,0.2544652905403862
PMCO_57,0.2678610851058728
PMCO_58,0.2800017244322537
PMCO_59,0.28912847488300875
PMCO_60,0.29465204089856417
PMCO_61,0.297594242172066
PMCO_62,0.2980644930519407
PMCO_63,0.29419842076458247
PMCO_64,0.2880091520038775
PMCO_65,0.2840182833481433
PMCO_66,0.28984546843396
PMCO_67,0.30874589142525277
PMCO_68,0.33998480534338416
PMCO_69,0.3784470063162663
PMCO_70,0.4183694952189509
PMCO_71,0.4476577877867448
PMCO_72,0.4509120513070386
SO2_1,0.3131249689601674
SO2_2,0.2969256326422327
SO2_3,0.28370312097237527
SO2_4,0.2782235852685378
SO2_5,0.2819058606125426
SO2_6,0.2925475944167962
SO2_7,0.30388467532403984
SO2_8,0.30929789567678984
SO2_9,0.3043994299606914
SO2_10,0.2861673810440269
SO2_11,0.26224611666217934
SO2_12,0.24090331475787183
SO2_13,0.22243947646339185
SO2_14,0.20565198356277356
SO2_15,0.18911733042468967
SO2_16,0.17305828578413002
SO2_17,0.16053097098261426
SO2_18,0.15273470478040754
SO2_19,0.15236261144893842
SO2_20,0.1614299624946965
SO2_21,0.1807715352768698
SO2_22,0.20143050545503044
SO2_23,0.21764566921820416
SO2_24,0.22215834961692132
SO2_25,0.22078458560164924
SO2_26,0.21266384156285636
SO2_27,0.20611219878546733
SO2_28,0.20511198256033397
SO2_29,0.21107257393312234
SO2_30,0.22206932424546788
SO2_31,0.23219893610299464
SO2_32,0.23621274285560603
SO2_33,0.23004873051535665
SO2_34,0.21400256657765926
SO2_35,0.19235649182094391
SO2_36,0.1711022385122798
SO2_37,0.15284015810611534
SO2_38,0.13793244334176005
SO2_39,0.1260684101439535
SO2_40,0.1168871458890568
SO2_41,0.10981816347883373
SO2_42,0.10702872595183764
SO2_43,0.10928023687983715
SO2_44,0.118346283118726
SO2_45,0.13514763256380227
SO2_46,0.1535680592554861
SO2_47,0.16680828387895963
SO2_48,0.1726978392876825
SO2_49,0.1715773298820665
SO2_50,0.16771285395384883
SO2_51,0.1649394849167604
SO2_52,0.16655357141200877
SO2_53,0.1709208112795723
SO2_54,0.17866242130940777
SO2_55,0.18513721084140572
SO2_56,0.18494125277593482
SO2_57,0.176842335833384
SO2_58,0.16260042115044804
SO2_59,0.14525324889489613
SO2_60,0.12922706470220682
SO2_61,0.11497798042896808
SO2_62,0.1030766818139693
SO2_63,0.09315901000818412
SO2_64,0.086582405066771
SO2_65,0.08311739045087214
SO2_66,0.08448547053476894
SO2_67,0.09321572639068293
SO2_68,0.10826553649784247
SO2_69,0.12719266477192662
SO2_70,0.14540260537420432
SO2_71,0.1582602479947466
SO2_72,0.16366653205779796
RH_1,-0.36604970640330636
RH_2,-0.33680093878937534
RH_3,-0.3098163633213776
RH_4,-0.2859170113276794
RH_5,-0.2632725503130437
RH_6,-0.23953118918276606
RH_7,-0.2139744498781676
RH_8,-0.18864088556079986
RH_9,-0.16836195821791347
RH_10,-0.15744455843944835
RH_11,-0.16162531816532869
RH_12,-0.1839509341250713
RH_13,-0.22503352875698404
RH_14,-0.28086883421310443
RH_15,-0.3443350138641657
RH_16,-0.40739008879984284
RH_17,-0.46274304383699394
RH_18,-0.5047308316526132
RH_19,-0.528852474739416
RH_20,-0.5335996476622619
RH_21,-0.5184665843875894
RH_22,-0.48767319261340875
RH_23,-0.44630760461667335
RH_24,-0.40188610614077314
RH_25,-0.36225380310963556
RH_26,-0.3290448738876832
RH_27,-0.3008964438284563
RH_28,-0.2765744824423328
RH_29,-0.2535273667647583
RH_30,-0.22959916061737018
RH_31,-0.2045530128728305
RH_32,-0.1801150363196294
RH_33,-0.15957527928640466
RH_34,-0.14910877662757696
RH_35,-0.1544232914247963
RH_36,-0.1782916924146503
RH_37,-0.22123636798299232
RH_38,-0.277995053231244
RH_39,-0.34059467719369946
RH_40,-0.4013607830871258
RH_41,-0.4536832370723052
RH_42,-0.4917088409845244
RH_43,-0.5120879075696724
RH_44,-0.5126363551524961
RH_45,-0.49493499131658747
RH_46,-0.46318869486346054
RH_47,-0.42202258742320553
RH_48,-0.3781856937996827
RH_49,-0.3384328686895642
RH_50,-0.30490847175933633
RH_51,-0.276097933429278
RH_52,-0.25085297961097747
RH_53,-0.2273246453571281
RH_54,-0.20313698835764224
RH_55,-0.17877746300421918
RH_56,-0.15649432941176342
RH_57,-0.13959423423107506
RH_58,-0.13336225067056284
RH_59,-0.14217166657066624
RH_60,-0.16923924637985543
RH_61,-0.2129650475914545
RH_62,-0.26907935486139917
RH_63,-0.3299316624238658
RH_64,-0.3884161403232385
RH_65,-0.4374393077247556
RH_66,-0.4715518400288067
RH_67,-0.4875106440621369
RH_68,-0.48495271851032784
RH_69,-0.46499877249824895
RH_70,-0.4319396494244701
RH_71,-0.391458650658812
RH_72,-0.34837800162286736
TMP_1,0.03282079998760042
TMP_2,-0.007755119172243035
TMP_3,-0.04159456991862926
TMP_4,-0.06964036975228205
TMP_5,-0.0951883574078521
TMP_6,-0.12198580602462161
TMP_7,-0.15100608623759998
TMP_8,-0.18015558154466615
TMP_9,-0.20511535466424652
TMP_10,-0.2196160927227549
TMP_11,-0.21624356402215658
TMP_12,-0.19018341751294746
TMP_13,-0.14008816038755498
TMP_14,-0.07076954387573514
TMP_15,0.007808171444780754
TMP_16,0.08560652016376774
TMP_17,0.1527030287254563
TMP_18,0.20175846005837722
TMP_19,0.22795537203530986
TMP_20,0.2298600386942806
TMP_21,0.20818680784331572
TMP_22,0.16740929584627798
TMP_23,0.11328884189234742
TMP_24,0.05400959754129719
TMP_25,0.004052773455194002
TMP_26,-0.03715576126939939
TMP_27,-0.0704632053459986
TMP_28,-0.09832956320491515
TMP_29,-0.124009798277322
TMP_30,-0.1509860743899184
TMP_31,-0.17994248861440235
TMP_32,-0.20835050822196444
TMP_33,-0.23182925815249972
TMP_34,-0.24371007484100746
TMP_35,-0.2369782172537296
TMP_36,-0.20714953909834638
TMP_37,-0.15383958317163915
TMP_38,-0.08290501295395288
TMP_39,-0.004197314570967604
TMP_40,0.07202062243963989
TMP_41,0.13658381071347414
TMP_42,0.18198194024205816
TMP_43,0.2048935266786024
TMP_44,0.20407977722550902
TMP_45,0.18138190407721225
TMP_46,0.14109875814585926
TMP_47,0.08910008605987706
TMP_48,0.03316199960694111
TMP_49,-0.01628537485964161
TMP_50,-0.05695589575316462
TMP_51,-0.09088482952079655
TMP_52,-0.11977877123528435
TMP_53,-0.14640427555496754
TMP_54,-0.17400821198718033
TMP_55,-0.20249739053248064
TMP_56,-0.22904931857118155
TMP_57,-0.2489648129065074
TMP_58,-0.2559539503481204
TMP_59,-0.24446149579570653
TMP_60,-0.21053775099134447
TMP_61,-0.1552726605019089
TMP_62,-0.08479994028452673
TMP_63,-0.008217450098843703
TMP_64,0.06497864804328378
TMP_65,0.12563933389126422
TMP_66,0.16689994450447268
TMP_67,0.1857490986421466
TMP_68,0.18194204062930538
TMP_69,0.15728122234854514
TMP_70,0.11655576227103007
TMP_71,0.06561201611708359
TMP_72,0.011106753923090401
WSP_1,-0.12608058581541698
WSP_2,-0.19046080797648396
WSP_3,-0.2372066576073639
WSP_4,-0.2728355677774187
WSP_5,-0.3007424715096025
WSP_6,-0.3210901472204976
WSP_7,-0.3325689456267866
WSP_8,-0.3297183363384967
WSP_9,-0.31086105976906664
WSP_10,-0.27285001545318716
WSP_11,-0.21492371463618284
WSP_12,-0.14443060466403107
WSP_13,-0.07092380489692253
WSP_14,-0.007784355765940824
WSP_15,0.0373581001374122
WSP_16,0.06519993060149842
WSP_17,0.08013929846555808
WSP_18,0.08622012804414712
WSP_19,0.08323699728318089
WSP_20,0.07181588073665357
WSP_21,0.049702080548730064
WSP_22,0.020238113907617716
WSP_23,-0.016051171820528874
WSP_24,-0.055690468720944984
WSP_25,-0.09909129732510487
WSP_26,-0.14149821332680662
WSP_27,-0.17986560433720225
WSP_28,-0.212379343796885
WSP_29,-0.2388395273777253
WSP_30,-0.2579088973290317
WSP_31,-0.269011781445255
WSP_32,-0.2664330975264898
WSP_33,-0.24683133598696377
WSP_34,-0.20747046774075178
WSP_35,-0.15033804608244633
WSP_36,-0.08090410321744419
WSP_37,-0.01085778288060732
WSP_38,0.04930603910203871
WSP_39,0.09278101332249028
WSP_40,0.11926446615509224
WSP_41,0.1325943752415179
WSP_42,0.1358070087987065
WSP_43,0.1298722357477401
WSP_44,0.1153957403274452
WSP_45,0.09220826427636176
WSP_46,0.06057698273804074
WSP_47,0.023029180385785566
WSP_48,-0.01603466759708697
WSP_49,-0.05724535851478001
WSP_50,-0.09775179091779407
WSP_51,-0.1358346357719772
WSP_52,-0.16918756359926018
WSP_53,-0.19709712107774457
WSP_54,-0.21795325772138122
WSP_55,-0.22841053571183872
WSP_56,-0.22417073894175876
WSP_57,-0.20169831341296102
WSP_58,-0.16115849626218445
WSP_59,-0.10569361382351562
WSP_60,-0.04051267346056982
WSP_61,0.02403303094640143
WSP_62,0.0780918559613872
WSP_63,0.11711901310703149
WSP_64,0.14059939693811413
WSP_65,0.15089786127043248
WSP_66,0.15183406742059813
WSP_67,0.14412386206178726
WSP_68,0.12736918165363167
WSP_69,0.10222240473356638
WSP_70,0.07006146978393749
WSP_71,0.03348165649076107
WSP_72,-0.006782571861255465
WDR_1,-0.19602956077788491
WDR_2,-0.16806693669025483
WDR_3,-0.14752326940180627
WDR_4,-0.13034335287252988
WDR_5,-0.11063409055671204
WDR_6,-0.08693179203753892
WDR_7,-0.059961111841948016
WDR_8,-0.0349341977852557
WDR_9,-0.016069320785115825
WDR_10,-0.004784302005336058
WDR_11,0.0003387045713258498
WDR_12,0.003908452991150925
WDR_13,0.008276566644977442
WDR_14,0.011024593533172658
WDR_15,0.010333971876962429
WDR_16,-3.489750083056764e-05
WDR_17,-0.021402856244328042
WDR_18,-0.0528799875306637
WDR_19,-0.09274304997912712
WDR_20,-0.13688847579826235
WDR_21,-0.17775952808367895
WDR_22,-0.2061723829691255
WDR_23,-0.21009115914127502
WDR_24,-0.19010369650594441
WDR_25,-0.16071457835224454
WDR_26,-0.13378209864431018
WDR_27,-0.11331980903552724
WDR_28,-0.09364249304771227
WDR_29,-0.07264736128770179
WDR_30,-0.04849649500942117
WDR_31,-0.023401897974050217
WDR_32,0.0005212414827770746
WDR_33,0.021114758495488488
WDR_34,0.033736974245435376
WDR_35,0.03922587990147762
WDR_36,0.04000190736718754
WDR_37,0.03932666325026436
WDR_38,0.03828260556362969
WDR_39,0.033842213520364865
WDR_40,0.01997038048959562
WDR_41,-0.0011205288336635084
WDR_42,-0.030619970397985505
WDR_43,-0.06861835613620068
WDR_44,-0.10622443514530304
WDR_45,-0.13830110576269847
WDR_46,-0.15895023789408774
WDR_47,-0.1614578345189163
WDR_48,-0.1450675632259059
WDR_49,-0.12243344446263915
WDR_50,-0.10163909341119377
WDR_51,-0.08263587366581267
WDR_52,-0.06424840344784011
WDR_53,-0.045755382949911105
WDR_54,-0.02630574034435431
WDR_55,-0.004126057392214166
WDR_56,0.018644335920287976
WDR_57,0.033921210682445
WDR_58,0.04404154314884913
WDR_59,0.047696200036731834
WDR_60,0.04671025731047412
WDR_61,0.0475439870717392
WDR_62,0.04678974282739008
WDR_63,0.03981024486311412
WDR_64,0.025885883289280223
WDR_65,0.0030676833153332225
WDR_66,-0.026485110334000854
WDR_67,-0.058696564180277015
WDR_68,-0.09431500021397021
WDR_69,-0.12416689791456409
WDR_70,-0.14238741279750738
WDR_71,-0.14306172157304134
WDR_72,-0.12797454586749213
PM10_1,0.9100069629369356
PM10_2,0.7947657202697513
PM10_3,0.6792265571157403
PM10_4,0.5813311229525091
PM10_5,0.5125649722520025
PM10_6,0.47604291336243676
PM10_7,0.46271850804958015
PM10_8,0.4640981193648042
PM10_9,0.47136411125683175
PM10_10,0.47536742032284646
PM10_11,0.47310549419430065
PM10_12,0.46445682149598466
PM10_13,0.45091341278298924
PM10_14,0.4342404764188447
PM10_15,0.41602599821765335
PM10_16,0.39925876920400244
PM10_17,0.3902433757095295
PM10_18,0.39542589459365146
PM10_19,0.42122588701574565
PM10_20,0.4674971843224633
PM10_21,0.5286471619732364
PM10_22,0.5914670314581769
PM10_23,0.6375738417832479
PM10_24,0.6408103785175108
PM10_25,0.6051573477998506
PM10_26,0.5352139599225119
PM10_27,0.45993876485688995
PM10_28,0.39511246732193206
PM10_29,0.35149136279930443
PM10_30,0.33138608828512184
PM10_31,0.3304087862659192
PM10_32,0.3399737047573009
PM10_33,0.3499466062920897
PM10_34,0.35541903036075806
PM10_35,0.3531950802669669
PM10_36,0.34465548291432785
PM10_37,0.33443209153680825
PM10_38,0.32296486648706657
PM10_39,0.3099096087005924
PM10_40,0.2977299344748535
PM10_41,0.2936828211127991
PM10_42,0.303086149664877
PM10_43,0.32782500029917516
PM10_44,0.36913741162331415
PM10_45,0.4194899600723379
PM10_46,0.4699409242504678
PM10_47,0.5044594189273375
PM10_48,0.5077116474816623
PM10_49,0.47824509322855785
PM10_50,0.42488600257670084
PM10_51,0.3662919644698053
PM10_52,0.31653597316902343
PM10_53,0.2834994046684817
PM10_54,0.2694998089729981
PM10_55,0.270155610400473
PM10_56,0.2789253548645334
PM10_57,0.290263802591571
PM10_58,0.2980587489183362
PM10_59,0.3005883073476734
PM10_60,0.2979183537030152
PM10_61,0.29216284852557817
PM10_62,0.28451208443856213
PM10_63,0.27467468757624014
PM10_64,0.26561054279031066
PM10_65,0.2634917086569649
PM10_66,0.2737543022546533
PM10_67,0.29957958487075986
PM10_68,0.33972457476847706
PM10_69,0.3868548132618571
PM10_70,0.4320476271834488
PM10_71,0.4631765656663135
PM10_72,0.4667535207500839
